Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		937	Automatic, Meta and Human Evaluation for Multimodal Summarization with Multimodal Output	['Haojie Zhuang', 'Wei Emma Zhang', 'Leon Xie', 'Weitong Chen', 'Jian Yang', 'Quan Z. Sheng']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		962	SuperGLEBer: German Language Understanding Evaluation Benchmark	['Jan Pfister', 'Andreas Hotho']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		963	You are an expert annotator: Automatic Best–Worst-Scaling Annotations for Emotion Intensity Modeling	['Christopher Bagdon', 'Prathamesh Karmalkar', 'Harsha Gurulingappa', 'Roman Klinger']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		968	Defining and Detecting Vulnerability in Human Evaluation Guidelines: A Preliminary Study Towards Reliable NLG Evaluation	['Jie Ruan', 'WangWenqing', 'Xiaojun Wan']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		976	BUST: Benchmark for the evaluation of detectors of LLM-Generated Text	['Joseph Cornelius', 'Oscar William Lithgow-Serrano', 'Sandra Mitrovic', 'Ljiljana Dolamic', 'Fabio Rinaldi']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Machine Translation		996	Improving Machine Translation with Human Feedback: An Exploration of Quality Estimation as a Reward Model	['Zhiwei He', 'Xing Wang', 'Wenxiang Jiao', 'Zhuosheng Zhang', 'Rui Wang', 'Shuming Shi', 'Zhaopeng Tu']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		1014	HumanRankEval: Automatic Evaluation of LMs as Conversational Assistants	['Milan Gritta', 'Gerasimos Lampouras', 'Ignacio Iacobacci']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		1033	Branch-Solve-Merge Improves Large Language Model Evaluation and Generation	['Swarnadeep Saha', 'Omer Levy', 'Asli Celikyilmaz', 'Mohit Bansal', 'Jason E Weston', 'Xian Li']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		1036	Trusting Your Evidence: Hallucinate Less with Context-aware Decoding	['Weijia Shi', 'Xiaochuang Han', 'Mike Lewis', 'Yulia Tsvetkov', 'Luke Zettlemoyer', 'Wen-tau Yih']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Special Theme: Languages of Latin America		1066	Multilingual Models for ASR in Chibchan Languages	['Rolando Coto-Solano', 'Tai Wan Kim', 'Alexander Jones', 'Sharid Loáiciga']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		1071	X-Eval: Generalizable Multi-aspect Text Evaluation via Augmented Instruction Tuning with Auxiliary Evaluation Aspects	['Minqian Liu', 'Ying Shen', 'Zhiyang Xu', 'Yixin Cao', 'Eunah Cho', 'Vaibhav Kumar', 'Reza Ghanadan', 'Lifu Huang']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		1079	Evaluating the Deductive Competence of Large Language Models	['S M Seals', 'Valerie Shalin']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Generation		1105	{K}eep it {P}rivate: Unsupervised Privatization of Online Text	['Calvin Bao', 'Marine Carpuat']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main		Accept to Main Conference	Resources and Evaluation		1126	Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Value	['Jing Yao', 'Xiaoyuan Yi', 'Yifan Gong', 'Xiting Wang', 'Xing Xie']						Posters C6																																																							
Session C	2024-06-17	14-15:30	In-Person S2: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session C	2024-06-17	14-15:30	In-Person S2: Main													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		36	Volcano: Mitigating Multimodal Hallucination through Self-Feedback Guided Revision	['Seongyun Lee', 'Sue Hyun Park', 'Yongrae Jo', 'Minjoon Seo']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		40	Simple and effective data augmentation for compositional generalization	['Yuekun Yao', 'Alexander Koller']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		50	Embrace Divergence for Richer Insights: A Multi-document Summarization Benchmark and a Case Study on Summarizing Diverse Information from News Articles	['Kung-Hsiang Huang', 'Philippe Laban', 'Alexander Fabbri', 'Prafulla Kumar Choubey', 'Shafiq Joty', 'Caiming Xiong', 'Chien-Sheng Wu']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		66	Extracting Lexical Features from Dialects via Interpretable Dialect Classifiers	['Roy Xie', 'Orevaoghene Ahia', 'Yulia Tsvetkov', 'Antonios Anastasopoulos']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		107	Navigation as Attackers Wish? Towards Building Robust Embodied Agents under Federated Learning	['Yunchao Zhang', 'Zonglin Di', 'Kaiwen Zhou', 'Cihang Xie', 'Xin Eric Wang']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		108	In-context Learning and Gradient Descent Revisited	['Gilad Deutch', 'Nadav Magar', 'Tomer Bar Natan', 'Guy Dar']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		114	On Large Language Models’ Hallucination with Regard to Known Facts	['Che Jiang', 'Biqing Qi', 'Xiangyu Hong', 'Dayuan Fu', 'Yang Cheng', 'Fandong Meng', 'Mo Yu', 'Bowen Zhou', 'Jie Zhou']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		144	Multi-Operational Mathematical Derivations in Latent Space	['Marco Valentino', 'Jordan Meadows', 'Lan Zhang', 'Andre Freitas']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		146	Large Language Models Help Humans Verify Truthfulness – Except When They Are Convincingly Wrong	['Chenglei Si', 'Navita Goyal', 'Tongshuang Wu', 'Chen Zhao', 'Shi Feng', 'Hal Daumé III', 'Jordan Lee Boyd-Graber']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		162	Sub-Sentence Encoder: Contrastive Learning of Propositional Semantic Representations	['Sihao Chen', 'Hongming Zhang', 'Tong Chen', 'Ben Zhou', 'Wenhao Yu', 'Dian Yu', 'Baolin Peng', 'Hongwei Wang', 'Dan Roth', 'Dong Yu']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		171	Unified Examination of Entity Linking in Absence of Candidate Sets	['Nicolas Ong', 'Hassan Shavarani', 'Anoop Sarkar']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		187	Embodied Executable Policy Learning with Language-based Scene Summarization	['Jielin Qiu', 'Mengdi Xu', 'William Han', 'Seungwhan Moon', 'Ding Zhao']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		197	FUN with Fisher: Improving Generalization of Adapter-Based Cross-lingual Transfer with Scheduled Unfreezing	['Chen Cecilia Liu', 'Jonas Pfeiffer', 'Ivan Vulić', 'Iryna Gurevych']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		198	Are Multilingual LLMs Culturally-Diverse Reasoners? An Investigation into Multicultural Proverbs and Sayings	['Chen Cecilia Liu', 'Fajri Koto', 'Timothy Baldwin', 'Iryna Gurevych']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		232	SumTra: A Differentiable Pipeline for Few-Shot Cross-Lingual Summarization	['Jacob Parnell', 'Inigo Jauregi Unanue', 'Massimo Piccardi']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		243	ReFACT: Updating Text-to-Image Models by Editing the Text Encoder	['Dana Arad', 'Hadas Orgad', 'Yonatan Belinkov']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		249	MEGAVERSE: Benchmarking Large Language Models Across Languages, Modalities, Models and Tasks	['Sanchit Ahuja', 'Divyanshu Aggarwal', 'Varun Gumma', 'Ishaan Watts', 'Ashutosh Sathe', 'Millicent Ochieng', 'Rishav Hada', 'Prachi Jain', 'Mohamed Ahmed', 'Kalika Bali', 'Sunayana Sitaram']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		269	TriSum: Learning Summarization Ability from Large Language Models with Structured Rationale	['Pengcheng Jiang', 'Cao Xiao', 'Zifeng Wang', 'Parminder Bhatia', 'Jimeng Sun', 'Jiawei Han']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		273	The Effect of Data Partitioning Strategy on Model Generalizability: A Case Study of Morphological Segmentation	['Zoey Liu', 'Bonnie J Dorr']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		275	A Survey of Meaning Representations – From Theory to Practical Utility	['Zacchary Sadeddine', 'Juri Opitz', 'Fabian M. Suchanek']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		276	Mitigating Language-Level Performance Disparity in mPLMs via Teacher Language Selection and Cross-lingual Self-Distillation	['Haozhe Zhao', 'Zefan Cai', 'Shuzheng Si', 'Liang Chen', 'Yufeng He', 'Kaikai An', 'Baobao Chang']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		279	Visually-Aware Context Modeling for News Image Captioning	['Tingyu Qu', 'Tinne Tuytelaars', 'Marie-Francine Moens']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		283	ChatGPT as an Attack Tool: Stealthy Textual Backdoor Attack via Blackbox Generative Model Trigger	['Jiazhao Li', 'Yijin Yang', 'Zhuofeng Wu', 'V.G.Vinod Vydiswaran', 'Chaowei Xiao']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		286	What if you said that differently?: How Explanation Formats Affect Human Feedback Efficacy and User Perception	['Chaitanya Malaviya', 'Subin Lee', 'Dan Roth', 'Mark Yatskar']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		296	Which One? Leveraging Context Between Objects and Multiple Views for Language Grounding	['Chancharik Mitra', 'Abrar Anwar', 'Rodolfo Corona', 'Dan Klein', 'Trevor Darrell', 'Jesse Thomason']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		310	On Retrieval Augmentation and the Limitations of Language Model Training	['Ting-Rui Chiang', 'Xinyan Velocity Yu', 'Joshua Robinson', 'Ollie Liu', 'Isabelle Lee', 'Dani Yogatama']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		314	Uncertainty Quantification for In-Context Learning of Large Language Models	['Chen Ling', 'Xujiang Zhao', 'Xuchao Zhang', 'Wei Cheng', 'Yanchi Liu', 'Yiyou Sun', 'Mika Oishi', 'Takao Osaki', 'Katsushi Matsuda', 'Jie Ji', 'Guangji Bai', 'Liang Zhao', 'Haifeng Chen']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		350	Dissecting Paraphrases: The Impact of Prompt Syntax and supplementary Information on Knowledge Retrieval from Pretrained Language Models	['Stephan Linzbach', 'Dimitar Dimitrov', 'Laura Kallmeyer', 'Kilian Evang', 'Hajira Jabeen', 'Stefan Dietze']						Posters D6	Poster D6 was Virtual 	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30																																																				
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		355	Curriculum Masking in Vision-Language Pretraining to Maximize Cross Modal Interaction	['Kraig Yuheng Tou', 'Zijun Sun']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		361	More room for language: Investigating the effect of retrieval on language models	['David Samuel', 'Lucas Georges Gabriel Charpentier', 'Sondre Wold']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		367	Analyzing the Role of Semantic Representations in the Era of Large Language Models	['Zhijing Jin', 'Yuen Chen', 'Fernando Gonzalez Adauto', 'Jiarui Liu', 'Jiayi Zhang', 'Julian Michael', 'Bernhard Schölkopf', 'Mona T. Diab']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		390	Selective Perception: Learning Concise State Descriptions for Language Model Actors	['Kolby Nottingham', 'Yasaman Razeghi', 'Kyungmin Kim', 'JB Lanier', 'Pierre Baldi', 'Roy Fox', 'Sameer Singh']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		425	XNLIeu: a dataset for cross-lingual NLI in Basque	['Maite Heredia Arribas', 'Julen Etxaniz', 'Muitze Zulaika', 'Xabier Saralegi', 'Jeremy Barnes', 'Aitor Soroa']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		460	TofuEval: Evaluating Hallucinations of LLMs on Topic-Focused Dialogue Summarization	['Liyan Tang', 'Igor Shalyminov', 'Amy Wing-mei Wong', 'Jon Burnsky', 'Jake W. Vincent', "Yu'an Yang", 'Siffi Singh', 'Song Feng', 'Hwanjun Song', 'Hang Su', 'Lijia Sun', 'Yi Zhang', 'Saab Mansour', 'Kathleen McKeown']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		481	Extending CLIP's Image-Text Alignment to Referring Image Segmentation	['Seoyeon Kim', 'Minguk Kang', 'Dongwon Kim', 'Jaesik Park', 'Suha Kwak']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		494	Visually Guided Generative Text-Layout Pre-training for Document Intelligence	['Zhiming Mao', 'Haoli Bai', 'Lu Hou', 'Lifeng Shang', 'Xin Jiang', 'Qun Liu', 'Kam-Fai Wong']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		510	In-context Learning Generalizes, But Not Always Robustly: The Case of Syntax	['Aaron Mueller', 'Albert Webson', 'Jackson Petty', 'Tal Linzen']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		541	Language Models Implement Simple Word2Vec-style Vector Arithmetic	['Jack Merullo', 'Carsten Eickhoff', 'Ellie Pavlick']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		544	Do Vision-Language Models Understand Compound Nouns?	['Sonal Kumar', 'Sreyan Ghosh', 'S Sakshi', 'Utkarsh Tyagi', 'Dinesh Manocha']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		577	To Translate or Not to Translate: A Systematic Investigation of Translation-Based Cross-Lingual Transfer to Low-Resource Languages	['Benedikt Ebing', 'Goran Glavaš']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		601	Do Multilingual Language Models Think Better in English?	['Julen Etxaniz', 'Gorka Azkune', 'Aitor Soroa', 'Oier Lopez de Lacalle', 'Mikel Artetxe']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		602	Multimodal Chart Retrieval: A Comparison of Text, Table and Image Based Approaches	['Averi Nowak', 'Francesco Piccinno', 'Yasemin Altun']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		621	Whispers of Doubt Amidst Echoes of Triumph in NLP Robustness	['Ashim Gupta', 'Rishanth Rajendhran', 'Nathan Stringham', 'Vivek Srikumar', 'Ana Marasovic']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		633	A Continued Pretrained LLM Approach for Automatic Medical Note Generation	['Dong Yuan', 'Eti Rastogi', 'Gautam Naik', 'Sree Prasanna Rajagopal', 'Sagar Goyal', 'Fen Zhao', 'Bharath Chintagunta', 'Jeffrey M. Ward']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		665	How are Prompts Different in Terms of Sensitivity?	['Sheng Lu', 'Hendrik Schuff', 'Iryna Gurevych']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		735	ContraSim – Analyzing Neural Representations Based on Contrastive Learning	['Adir Rahamim', 'Yonatan Belinkov']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		739	The Bias Amplification Paradox in Text-to-Image Generation	['Preethi Seshadri', 'Sameer Singh', 'Yanai Elazar']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		743	Global Gallery: The Fine Art of Painting Culture Portraits through Multilingual Instruction Tuning	['Anjishnu Mukherjee', 'Aylin Caliskan', 'Ziwei Zhu', 'Antonios Anastasopoulos']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		747	Toward Interactive Regional Understanding in Vision-Large Language Models	['Jungbeom Lee', 'Sanghyuk Chun', 'Sangdoo Yun']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Semantics: Sentence-level Semantics, Textual Inference and Other areas		759	CoE-SQL: In-Context Learning for Multi-Turn Text-to-SQL with Chain-of-Editions	['Hanchong Zhang', 'Ruisheng Cao', 'Hongshen Xu', 'Lu Chen', 'Kai Yu']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		775	ComCLIP: Training-Free Compositional Image and Text Matching	['Kenan Jiang', 'Xuehai He', 'Ruize Xu', 'Xin Eric Wang']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		779	ACLSum: A New Dataset for Aspect-based Summarization of Scientific Publications	['Sotaro Takeshita', 'Tommaso Green', 'Ines Reinig', 'Kai Eckert', 'Simone Paolo Ponzetto']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		792	Beyond Performance: Quantifying and Mitigating Label Bias in LLMs	['Yuval Reif', 'Roy Schwartz']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		796	Lower Bounds on the Expressivity of Recurrent Neural Language Models	['Anej Svete', 'Franz Nowak', 'Anisha Mohamed Sahabdeen', 'Ryan Cotterell']		VGT - TBD	Conf Session D - 06/17 - 16 - 17:30			Posters D6	Posters D6 was virtual	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		797	Transformers Can Represent $n$-gram Language Models	['Anej Svete', 'Ryan Cotterell']		VGT - TBD	Conf Session D - 06/17 - 16 - 17:30			Posters D6	Posters D6 was virtual	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		798	The Role of $n$-gram Smoothing in the Age of Neural Networks	['Luca Malagutti', 'Andrius Buinovskij', 'Anej Svete', 'Clara Meister', 'Afra Amini', 'Ryan Cotterell']		VGT - TBD	Conf Session D - 06/17 - 16 - 17:30			Posters D6	Posters D6 was virtual	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		800	On the Multilingual Ability of Decoder-based Pre-trained Language Models: Finding and Controlling Language-Specific Neurons	['Takeshi Kojima', 'Itsuki Okimura', 'Yusuke Iwasawa', 'Hitomi Yanaka', 'Yutaka Matsuo']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		812	Are Large Language Model Temporally Grounded?	['Yifu QIU', 'Zheng Zhao', 'Yftah Ziser', 'Anna Korhonen', 'Edoardo Ponti', 'Shay B Cohen']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		833	Towards Reducing Diagnostic Errors with Interpretable Risk Prediction	['Denis Jered McInerney', 'William Dickinson', 'Lucy C. Flynn', 'Andrea C Young', 'Geoffrey Young', 'Jan-Willem van de Meent', 'Byron C Wallace']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		836	Generalizable Multilingual Hate Speech Detection on Low Resource Indian Languages using Fair Selection in Federated Learning	['Akshay Singh', 'Rahul Thakur']						Posters D6	virtual was Poster D6	Conf Session D - 06/17 - 16 - 17:30	VGT 2 = 6/13 20:00 - 22:00	Underline to Update																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		837	Key ingredients for effective zero-shot cross-lingual knowledge transfer in generative tasks	['Nadezhda Chirkova', 'Vassilina Nikoulina']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		840	The Impact of Depth on Compositional Generalization in Transformer Language Models	['Jackson Petty', 'Sjoerd van Steenkiste', 'Ishita Dasgupta', 'Fei Sha', 'Dan Garrette', 'Tal Linzen']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		846	Towards Explainability in Legal Outcome Prediction Models	['Josef Valvoda', 'Ryan Cotterell']		VGT - TBD	Conf Session D - 06/17 - 16 - 17:30			Posters D6	Poster D6 was virtual	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		872	DeMuX: Data-efficient Multilingual Learning	['Simran Khanuja', 'Srinivas Gowriraj', 'Lucio M. Dery', 'Graham Neubig']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		907	Measuring Cross-lingual Transfer in Bytes	['Leandro Rodrigues De Souza', 'Thales Sales Almeida', 'Roberto Lotufo', 'Rodrigo Frassetto Nogueira']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		918	PELMS: Pre-training for Effective Low-Shot Multi-Document Summarization	['Joseph J Peper', 'Wenzhao Qiu', 'Lu Wang']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		949	Explaining Text Similarity in Transformer Models	['Alexandros Vasileiou', 'Oliver Eberle']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multilinguality and Language Diversity		994	AceGPT, Localizing Large Language Models in Arabic	['Huang Huang', 'Fei Yu', 'Jianqing Zhu', 'Xuening Sun', 'Hao Cheng', 'Song Dingjie', 'Zhihong Chen', 'Mosen Alharthi', 'Bang An', 'Juncai He', 'Ziche Liu', 'Junying Chen', 'Jianquan Li', 'Benyou Wang', 'Lian Zhang', 'Ruoyu Sun', 'Xiang Wan', 'Haizhou Li', 'Jinchao Xu']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		1022	MuLan: A Study of Fact Mutability in Language Models	['Constanza Fierro', 'Nicolas Garneau', 'Emanuele Bugliarello', 'Yova Kementchedjhieva', 'Anders Søgaard']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Summarization		1031	Language-Independent Representations Improve Zero-Shot Summarization	['Vladimir Solovyev', 'Danni Liu', 'Jan Niehues']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Multimodality and Language Grounding to Vision, Robotics and Beyond		1042	Efficient End-to-End Visual Document Understanding with Rationale Distillation	['Wang Zhu', 'Alekh Agarwal', 'Mandar Joshi', 'Robin Jia', 'Jesse Thomason', 'Kristina Toutanova']						Posters D6																																																							
Session D	2024-06-17	16-17:30	In-Person S3: Main		Accept to Main Conference	Interpretability and Analysis of Models for NLP		20	Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models	['Yangyi Chen', 'Karan Sikka', 'Michael Cogswell', 'Heng Ji', 'Ajay Divakaran']						Posters D6	Poster D6 was Virtual	VGT - TBD	Conf Session D - 06/17 - 16 - 17:30	Underline to Update																																																			
