Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		854	Cognitive Overload: Jailbreaking Large Language Models with Overloaded Logical Thinking	['Nan Xu', 'Fei Wang', 'Ben Zhou', 'Bangzheng Li', 'Chaowei Xiao', 'Muhao Chen']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		867	SumCSE: Summary as a transformation for Contrastive Learning	['Raghuveer Thirukovalluru', 'Xiaolan Wang', 'Jun Chen', 'Shuyang Li', 'Jie Lei', 'Rong Jin', 'Bhuwan Dhingra']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		891	WebWISE: Unlocking Web Interface Control for LLMs via Sequential Exploration	['Heyi Tao', 'Sethuraman T V', 'Michal Shlapentokh-Rothman', 'Tanmay Gupta', 'Heng Ji', 'Derek Hoiem']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		905	CoDa: Constrained Generation based Data Augmentation for Low-Resource NLP	['Chandra Kiran Reddy Evuru', 'Sreyan Ghosh', 'Sonal Kumar', 'Ramaneswaran S', 'Utkarsh Tyagi', 'Dinesh Manocha']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		955	Think Before You Speak: Cultivating Communication Skills of Large Language Models via Inner Monologue	['Junkai Zhou', 'Liang Pang', 'Huawei Shen', 'Xueqi Cheng']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		1005	Natural Language Embedded Programs for Hybrid Language Symbolic Reasoning	['Tianhua Zhang', 'Jiaxin Ge', 'Hongyin Luo', 'Yung-Sung Chuang', 'Mingye Gao', 'Yuan Gong', 'Yoon Kim', 'Xixin Wu', 'Helen M. Meng', 'James R. Glass']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		1028	Unlocking Parameter-Efficient Fine-Tuning for Low-Resource Language Translation	['Tong Su', 'Xin Peng', 'Sarubi Thillainathan', 'David Guzmán', 'Surangika Ranathunga', 'En-Shiun Annie Lee']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		1052	RecMind: Large Language Model Powered Agent For Recommendation	['Yancheng Wang', 'Ziyan Jiang', 'Zheng Chen', 'Fan Yang', 'Yingxue Zhou', 'Eunah Cho', 'Xing Fan', 'Yanbin Lu', 'Xiaojiang Huang', 'Yingzhen Yang']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Extraction		1101	CARE: Extracting Experimental Findings From Clinical Literature	['Aakanksha Naik', 'Bailey Kuehl', 'Erin Bransom', 'Doug Downey', 'Tom Hope']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Extraction		1104	Biomedical Entity Representation with Graph-Augmented Multi-Objective Transformer	['Andrey Sakhovskiy', 'Natalia Semenova', 'Artur Kadurin', 'Elena Tutubalina']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		1122	Leveraging Summarization for Unsupervised Dialogue Topic Segmentation	['Aleksei Artemiev', 'Daniil Parinov', 'Alexey Grishanov', 'Borisov Ivan', 'Alexey Vasilev', 'Daniil Muravetskii', 'Aleksey Rezvykh', 'Aleksei Goncharov', 'Andrey Savchenko']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		1130	Contrastive Learning as a Polarizer: Mitigating Gender Bias by Fair and Biased sentences	['Kyungmin Park', 'Sihyun Oh', 'Daehyun KIM', 'Juae Kim']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		1133	PoLLMgraph: Unraveling Hallucinations in Large Language Models via State Transition Dynamics	['Derui Zhu', 'Dingfan Chen', 'Qing Li', 'Zongxiong Chen', 'Lei Ma', 'Jens Grossklags', 'Mario Fritz']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		1143	Improving Health Question Answering with Reliable and Time-Aware Evidence Retrieval	['Juraj Vladika', 'Florian Matthes']		VGT - TBD	Session I - 06/19 - 09-10:30			Posters I6	Poster I6 was virtual	VGT - TBD	Session I - 06/19 - 09-10:30	Underline to Update																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings													#N/A	#N/A	#N/A	#N/A	#N/A																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Linguistic theories, Cognitive Modeling and Psycholinguistics		42	GPT-who: An Information Density-based Machine-Generated Text Detector	['Saranya Venkatraman', 'Adaku Uchendu', 'Dongwon Lee']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		57	DEED: Dynamic Early Exit on Decoder for Accelerating Encoder-Decoder Transformer Models	['Peng Tang', 'Pengkai Zhu', 'Tian Li', 'Srikar Appalaraju', 'Vijay Mahadevan', 'R. Manmatha']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		104	Examining Modularity in Multilingual LMs via Language-Specialized Subnetworks	['Rochelle Choenni', 'Ekaterina Shutova', 'Dan Garrette']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		148	Narrowing the Gap between Zero- and Few-shot Machine Translation by Matching Styles	['Weiting Tan', 'Haoran Xu', 'Lingfeng Shen', 'Shuyue Stella Li', 'Kenton Murray', 'Philipp Koehn', 'Benjamin Van Durme', 'Yunmo Chen']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		149	Which Modality should I use - Text, Motif, or Image? : Understanding Graphs with Large Language Models	['Debarati Das', 'Ishaan Gupta', 'Jaideep Srivastava', 'Dongyeop Kang']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		154	On-the-Fly Fusion of Large Language Models and Machine Translation	['Hieu Hoang', 'Huda Khayrallah', 'Marcin Junczys-Dowmunt']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		190	A Novel Paradigm Boosting Translation Capabilities of Large Language Models	['Jiaxin GUO', 'Hao Yang', 'Zongyao Li', 'Daimeng Wei', 'Hengchao Shang', 'Xiaoyu Chen']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		209	Source-Free Unsupervised Domain Adaptation for Question Answering via Prompt-Assisted Self-learning	['Maxwell Juncheng Yin', 'Boyu Wang', 'Charles Ling']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		226	Towards Better Generalization in Open-Domain Question Answering by Mitigating Context Memorization	['Zixuan Zhang', 'Revanth Gangi Reddy', 'Kevin Small', 'Tong Zhang', 'Heng Ji']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		265	OVM, Outcome-supervised Value Models for Planning in Mathematical Reasoning	['Fei Yu', 'Anningzhe Gao', 'Benyou Wang']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		272	Bring Your Own KG: Self-Supervised Program Synthesis for Zero-Shot KGQA	['Dhruv Agarwal', 'Rajarshi Das', 'Sopan Khosla', 'Rashmi Gangadharaiah']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		290	LangNav: Language as a Perceptual Representation for Navigation	['Bowen Pan', 'Rameswar Panda', 'SouYoung Jin', 'Rogerio Feris', 'Aude Oliva', 'Phillip Isola', 'Yoon Kim']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		302	Chart-based Reasoning: Transferring Capabilities from LLMs to VLMs	['Victor Carbune', 'Hassan Mansoor', 'Fangyu Liu', 'Rahul Aralikatte', 'Gilles Baechler', 'Jindong Chen', 'Abhanshu Sharma']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		330	OFA: A Framework of Initializing Unseen Subword Embeddings for Efficient Large-scale Multilingual Continued Pretraining	['Yihong Liu', 'Peiqin Lin', 'Mingyang Wang', 'Hinrich Schuetze']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		336	Re-evaluating the Need for Visual Signals in Unsupervised Grammar Induction	['Boyi Li', 'Rodolfo Corona', 'Karttikeya Mangalam', 'Catherine Chen', 'Daniel Flaherty', 'Serge Belongie', 'Kilian Q Weinberger', 'Jitendra Malik', 'Trevor Darrell', 'Dan Klein']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		346	What Makes Math Word Problems Challenging for LLMs?	['KV Aditya Srivatsa', 'Ekaterina Kochmar']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		366	Explanation Extraction from Hierarchical Classification Frameworks for Long Legal Documents	['Nishchal Prasad', 'Taoufiq Dkaki', 'Mohand Boughanem']						GT 09:00 - 11:00	Virtual was Poster J6	Session J - 6/19 - 11-12:30	VGT 1 - 6/13 09:00 - 11:00	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		427	LLMRefine: Pinpointing and Refining Large Language Models via Fine-Grained Actionable Feedback	['Wenda Xu', 'Daniel Deutsch', 'Mara Finkelstein', 'Juraj Juraska', 'Biao Zhang', 'Zhongtao Liu', 'William Yang Wang', 'Lei Li', 'Markus Freitag']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		449	Groundedness in Retrieval-augmented Long-form Generation: An Empirical Study	['Alessandro Stolfo']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		456	mOthello: When Do Cross-Lingual Representation Alignment and Cross-Lingual Transfer Emerge in Multilingual Models?	['Tianze Hua', 'Tian Yun', 'Ellie Pavlick']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Computational Social Science and Cultural Analytics		474	MICo: Preventative Detoxification of Large Language Models through Inhibition Control	['Roy Siegelmann', 'Ninareh Mehrabi', 'Palash Goyal', 'Prasoon Goyal', 'Lisa Bauer', 'Jwala Dhamala', 'Aram Galstyan', 'Rahul Gupta', 'Reza Ghanadan']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		478	AdaPT: A Set of Guidelines for Hyperbolic Multimodal Multilingual NLP	['Ramit Sawhney', 'Shrey Pandit', 'Vishwa Shah', 'Megh Thakkar', 'Shafiq Joty']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Summarization		488	Mitigating Hallucination in Abstractive Summarization with Domain-Conditional Mutual Information	['Kyubyung Chae', 'Jaepill choi', 'Yohan Jo', 'Taesup Kim']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		509	MedCycle: Unpaired Medical Report Generation via Cycle-Consistency	['Elad Hirsch', 'Gefen Dawidowicz', 'Ayellet Tal']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Linguistic theories, Cognitive Modeling and Psycholinguistics		523	Psychometric Predictive Power of Large Language Models	['Tatsuki Kuribayashi', 'Yohei Oseki', 'Timothy Baldwin']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		532	Large Language Models Sensitivity to The Order of Options in Multiple-Choice Questions	['Pouya Pezeshkpour', 'Estevam Hruschka']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		535	PEEB: Part-based Image Classifiers with an Explainable and Editable Language Bottleneck	['Thang M. Pham', 'Peijie Chen', 'Tin Nguyen', 'Seunghyun Yoon', 'Trung Bui', 'Anh Nguyen']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		550	Crafting In-context Examples according to LMs' Parametric Knowledge	['Yoonsang Lee', 'Pranav Atreya', 'Xi Ye', 'Eunsol Choi']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		561	Interpreting Answers to Yes-No Questions in Dialogues from Multiple Domains	['Zijie Wang', 'Farzana Rashid', 'Eduardo Blanco']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Phonology, Morphology and Word Segmentation		573	A Systematic Analysis of Subwords and Cross-Lingual Transfer in Multilingual Translation	['Francois Meyer', 'Jan Buys']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		574	Multi-Granularity Guided Fusion-in-Decoder	['Eunseong Choi', 'Hyeri Lee', 'Jongwuk Lee']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Sentiment Analysis, Stylistic Analysis, and Argument Mining		582	BERTweet’s TACO Fiesta: Contrasting Flavors On The Path Of Inference And Information-Driven Argument Mining On Twitter	['Marc Feger', 'Stefan Dietze']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		583	Testing the limits of logical reasoning in neural and hybrid models	['Manuel Vargas Guzman', 'Jakub Szymanik', 'Maciej Malicki']						GT TBD	Virtual was Posters J6	Session J - 6/19 - 11-12:30	VGT 1 - 6/13 09:00 - 11:00	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		590	COMEM: In-Context Retrieval-Augmented Mass-Editing Memory in Large Language Models	['Shanbao Qiao', 'Xuebing Liu', 'Seung-Hoon Na']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		598	Content-Specific Humorous Image Captioning Using Incongruity Resolution Chain-of-Thought	['Kohtaro Tanaka', 'Kohei Uehara', 'Lin Gu', 'YUSUKE Mukuta', 'Tatsuya Harada']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Computational Social Science and Cultural Analytics		609	Anonymity at Risk? Assessing Re-Identification Capabilities of Large Language Models in Court Decisions	['Alex Nyffenegger', 'Matthias Stürmer', 'Joel Niklaus']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		610	X-LLaVA: Optimizing Bilingual Large Vision-Language Alignment	['DongJae Shin', 'HyeonSeok Lim', 'Inho Won', 'ChangSu Choi', 'Minjun Kim', 'SeungWoo Song', 'HanGyeol Yoo', 'SangMin Kim', 'KyungTae Lim']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Computational Social Science and Cultural Analytics		613	Identifying Self-Disclosures of Use, Misuse and Addiction in Community-based Social Media Posts	['Chenghao Yang', 'Tuhin Chakrabarty', 'Karli R Hochstatter', 'Melissa N Slavin', 'Nabila El-Bassel', 'Smaranda Muresan']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		628	Q-Tuning: Queue-based Prompt Tuning for Lifelong Few-shot Language Learning	['Yanhui Guo', 'Shaoyuan Xu', 'Jinmiao Fu', 'Jia Liu', 'Chaosheng Dong', 'Bryan Wang']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Linguistic theories, Cognitive Modeling and Psycholinguistics		640	Laying Anchors: Semantically Priming Numerals in Language Modeling	['Mandar Sharma', 'Rutuja Taware', 'Pravesh Koirala', 'Nikhil Muralidhar', 'Naren Ramakrishnan']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		672	Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis	['Wenhao Zhu', 'Hongyi Liu', 'Qingxiu Dong', 'Jingjing Xu', 'Shujian Huang', 'Lingpeng Kong', 'Jiajun Chen', 'Lei Li']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		674	Prompting Vision-Language Models For Aspect-Controlled Generation of Referring Expressions	['DANFENG GUO', 'Sanchit Agarwal', 'Arpit Gupta', 'Jiun-Yu Kao', 'Emre Barut', 'Tagyoung Chung', 'Jing Huang', 'Mohit Bansal']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		679	Task-Agnostic Detector for Insertion-Based Backdoor Attacks	['Weimin Lyu', 'Xiao Lin', 'Songzhu Zheng', 'Lu Pang', 'Haibin Ling', 'Susmit Jha', 'Chao Chen']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		718	Retrieving Examples from Memory for Retrieval Augmented Neural Machine Translation: A Systematic Comparison	['Maxime Bouthors', 'Josep Crego', 'François Yvon']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		742	IruMozhi: Automatically classifying diglossia in Tamil	['Kabilan Prasanna', 'Aryaman Arora']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		753	COMMIT: Code-Mixing English-Centric Large Language Model for Multilingual Instruction Tuning	['Jaeseong Lee', 'YeonJoon Jung', 'seung-won hwang']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		763	DiLM: Distilling Dataset into Language Model for Text-level Dataset Distillation	['Aru Maekawa', 'Satoshi Kosugi', 'Kotaro Funakoshi', 'Manabu Okumura']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		772	Learning Mutually Informed Representations for Characters and Subwords	['Yilin Wang', 'Xinyi Hu', 'Matthew R. Gormley']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Computational Social Science and Cultural Analytics		813	Simulating Opinion Dynamics with Networks of LLM-based Agents	['Yun-Shiuan Chuang', 'Agam Goyal', 'Nikunj Harlalka', 'Siddharth Suresh', 'Robert D. Hawkins', 'Sijia Yang', 'Dhavan V. Shah', 'Junjie Hu', 'Timothy T. Rogers']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		815	Probing the Category of Verbal Aspect in Transformer Language Models	['Anisia Katinskaia', 'Roman Yangarber']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		817	A Measure for Transparent Comparison of Linguistic Diversity in Multilingual NLP Data Sets	['Tanja Samardzic', 'Ximena Gutierrez', 'Christian Bentz', 'Steven Moran', 'Olga Pelloni']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Summarization		834	Select and Summarize: Scene Saliency for Movie Script Summarization	['Rohit Saxena', 'Frank Keller']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		858	PAELLA: Parameter-Efficient Lightweight Language-Agnostic Captioning Model	['Rita Ramos', 'Emanuele Bugliarello', 'Bruno Martins', 'Desmond Elliott']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		868	The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text	['Yanzhu Guo', 'Guokan Shang', 'Michalis Vazirgiannis', 'Chloé Clavel']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Linguistic theories, Cognitive Modeling and Psycholinguistics		870	PersonaLLM: Investigating the Ability of Large Language Models to Express Personality Traits	['Hang Jiang', 'Xiajie Zhang', 'Xubo Cao', 'Cynthia Breazeal', 'Deb Roy', 'Jad Kabbara']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		880	MusiLingo: Bridging Music and Text with Pre-trained Language Models for Music Captioning and Query Response	['Zihao Deng', 'Yinghao Ma', 'Yudong Liu', 'Rongchen Guo', 'Ge Zhang', 'Wenhu Chen', 'Wenhao Huang', 'Emmanouil Benetos']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		904	When Hindsight is Not 20/20: Testing Limits on Reflective Thinking in Large Language Models	['Yanhong Li', 'Chenghao Yang', 'Allyson Ettinger']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		908	Synonym relations affect object detection learned on vision-language data	['Giacomo Nebbia', 'Adriana Kovashka']						GT 09:00 - 11:00	Virtual was Poster J6	Session J - 6/19 - 11-12:30	VGT 1 - 6/13 09:00 - 11:00	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Linguistic theories, Cognitive Modeling and Psycholinguistics		919	Characterizing Human and Zero-Shot GPT-3.5 Object-Similarity Judgments	['D Estes McKnight', 'Alona Fyshe']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multilinguality and Language Diversity		951	Tokenizer Choice For LLM Training: Negligible or Crucial?	['Mehdi Ali', 'Michael Fromm', 'Klaudia Thellmann', 'Richard Rutmann', 'Max Lübbering', 'Johannes Leveling', 'Katrin Klug', 'Jan Ebert', 'Niclas Doll', 'Jasper Schulze Buschhoff', 'Charvi Jain', 'Alexander Arno Weber', 'Lena Jurkschat', 'Hammam Abdelwahab', 'Chelsea Maria John', 'Pedro Ortiz Suarez', 'Malte Ostendorff', 'Samuel Weinbach', 'Rafet Sifa', 'Stefan Kesselheim', 'Nicolas Flores-Herr']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		965	Isometric Neural Machine Translation using Phoneme Count Ratio Reward-based Reinforcement Learning	['Shivam Ratnakant Mhaskar', 'Nirmesh J. Shah', 'Mohammadi Zaki', 'Ashishkumar Prabhakar Gudmalwar', 'Pankaj Wasnik', 'Rajiv Ratn Shah']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Question Answering		982	Language Models can be Deductive Solvers	['Jiazhan Feng', 'Ruochen Xu', 'Junheng Hao', 'Hiteshi Sharma', 'yelong shen', 'Dongyan Zhao', 'Weizhu Chen']						GT 20:00 - 22:00	Virtual was Poster J6	Session J - 6/19 - 11-12:30	VGT 2 = 6/13 20:00 - 22:00	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1002	Do Prompt Positions Really Matter?	['Junyu Mao', 'Stuart E. Middleton', 'Mahesan Niranjan']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Computational Social Science and Cultural Analytics		1007	A Study on Scaling Up Multilingual News Framing Analysis	['Syeda Sabrina Akter', 'Antonios Anastasopoulos']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Interpretability and Analysis of Models for NLP		1019	Exploring the Trade-off Between Model Performance and Explanation Plausibility of Text Classifiers Using Human Rationales	['Lucas Emanuel Resck', 'Marcos M. Raimundo', 'Jorge Poco']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1029	ADaPT: As-Needed Decomposition and Planning with Language Models	['Archiki Prasad', 'Alexander Koller', 'Mareike Hartmann', 'Peter Clark', 'Ashish Sabharwal', 'Mohit Bansal', 'Tushar Khot']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Translation		1034	Guiding Large Language Models to Post-Edit Machine Translation with Error Annotations	['Dayeon Ki', 'Marine Carpuat']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1038	Non-contrastive sentence representations via self-supervision	['Duccio Pappadopulo', 'Marco Farina']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		1039	Semantically-Prompted Language Models Improve Visual Descriptions	['Michael Ogezi', 'Bradley Hauer', 'Grzegorz Kondrak']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1041	GenTKG: Generative Forecasting on Temporal Knowledge Graph with Large Language Models	['Ruotong Liao', 'Xu Jia', 'Yangzhe Li', 'Yunpu Ma', 'Volker Tresp']						Posters J6																																																							
